Product Name,Price (₹),Rating,Number of Ratings
"MSI Katana A17 AI, AMD Ryzen 9 8945HS,Built-in AI, 44CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB/Black/2.7Kg), B8VG-868IN","66,690",3.6 out of 5 stars,7
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","1,74,990",3.1 out of 5 stars,3
"ASUS Vivobook 15, Intel Core i3-1215U, 8GB RAM, 512GB SSD, FHD 16:9 60Hz 250nits, 15.6""/39.6cm, Windows 11 Home, Office 2021, Cool Silver, 1.7KG, X1504ZA-NJ320WS, Intel UHD Graphics, Backlit Laptop","16,990",2.9 out of 5 stars,261
"Dell [Smartchoice] Windows 11 Home 3520 Laptop, Intel Core i3-1215U, 12Th Gen (8GB RAM /512GB SSD /Window 11 /MS Office' 21 /15.6""(39.62 Cm) FHD Display /15 Month Mcafee /Black /1.69Kg Thin & Light","1,43,990",4.7 out of 5 stars,241
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray(UN.AA3SI.03N)","21,990",3.4 out of 5 stars,912
"Dell [Smartchoice] Windows 11 Home 3520 Laptop, Intel Core i3-1215U, 12Th Gen (8GB RAM /512GB SSD /Window 11 /MS Office' 21 /15.6""(39.62 Cm) FHD Display /15 Month Mcafee /Black /1.69Kg Thin & Light","32,990",3.8 out of 5 stars,781
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,"34,990",3.7 out of 5 stars,912
"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN","64,990",2.9 out of 5 stars.,31
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","48,990",3.5 out of 5 stars.,14
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN","32,810",3.8 out of 5 stars.,"1,047"
"FOLINHAM 14.1 Inch Laptop PC, 8GB RAM 512GB SSD Windows 11 Pro Notebook Computer, FHD 1920x1080 Display, Celeron Processor Up to 2.8GHz, USB 3.0, Type-C, Mini-HDMI, 2.4/5G WiFi, BT4.2, 7.6V/5000mAh","19,549",4.0 out of 5 stars,10
"HP 247 G8 Laptop (AMD R3-5300U/ 14 Inches /8GB Ram DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty, 600A9Pa","25,990",3.8 out of 5 stars,3
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","45,022",4.1 out of 5 stars,231
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Silver/1.38 kg), E1404FA-NK321WS","29,990",4.6 out of 5 stars,97
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","24,990",4.0 out of 5 stars,128
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021,"30,000",4.1 out of 5 stars,7
"Lenovo IdeaPad Slim 1 Intel® Celeron® N4020 15.6 inch (39.6cm) Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home & Student 2021/1Yr ADP Free/Grey/1.3Kg), 82V700KHIN","24,325",3.9 out of 5 stars,275
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 256GB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, Full-Size KB (Win 11, Office 21, Silver, 1.69kg) fy5010tu","31,990",3.9 out of 5 stars,115
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","49,990",2.9 out of 5 stars,44
"(Refurbished) Dell Latitude 3460 5th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR3 RAM|500GB HDD GB HDD|15.5"" HD|Windows 10 Pro|Webcam|Intel HD Graphics)","14,499",3.7 out of 5 stars,246
"Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 83ER00KPIN","49,600",4.0 out of 5 stars,15
"Samsung Galaxy Book3 Pro Intel 13th Gen i5 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC1IN","97,150",3.6 out of 5 stars,10
Dell Latitude 3440 Intel Core I3 12Th Gen 1215U - (8GB/512 GB SSD/Intel UHD Graphics) Thin and Light Business DOS Laptop/14 HD Display/Grey/1.5 Kg,"29,550",3.9 out of 5 stars,396
"HP 15s, 12th Gen Intel Core i5-1235U,16GB DDR4, 512GB SSD (Win11, Office21, Silver, 1.69kg) Anti-Glare,15.6-inch(39.6cm), FHD Laptop, Intel Iris Xe Graphics, Backlit KB, HD Camera, fq5330TU","48,500",3.7 out of 5 stars,4
"Samsung Galaxy Book4 (Silver, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 5 120U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","55,790",2.3 out of 5 stars,73
"HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Backlit Keyboard/Windows 11/Ms Office 21/1.59Kg/Silver) Fc0026Au Laptop","31,430",3.8 out of 5 stars,241
"Lenovo V15 15.6'' FHD Laptop, 12th Gen Intel Core i5-1235U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, MS Office, 1YR On-site Warranty + 1 Year Accidental Damage Protection, Iron Grey","41,990",3.9 out of 5 stars,482
"ASUS Vivobook 15, Intel Core i3-1215U, 8GB RAM, 512GB SSD, FHD 16:9 60Hz 250nits, 15.6""/39.6cm, Windows 11 Home, Office 2021, Cool Silver, 1.7KG, X1504ZA-NJ320WS, Intel UHD Graphics, Backlit Laptop","32,990",3.9 out of 5 stars,130
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, Alexa Built-in, 3 mon. Game Pass Laptop","52,890",3.8 out of 5 stars,Not Found
KisaanSay Idukki Cardamom 50 gm Bold Size (7 to 8 mm) | Bold Size | Pure Elaichi | Natural | Distinctive Flavour & Aroma | No Artificial Colors,349,3.9 out of 5 stars,Not Found
"Lenovo LOQ 2024, Intel Core i7-13650HX, 13th Gen, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00LXIN, 1Yr ADP Free Gaming Laptop","94,990",3.6 out of 5 stars,38
"acer Aspire Lite, 12thGen, Intel Core i5-12450H, Intel UHD Graphics, 12GB RAM, 512GB SSD,15.6""/39.62cm IPS FHD, Windows11 Home, MSO, Pure Silver, 1.7KG, AL15-52H, Backlit KB, Thin&Light Metal Laptop","48,990",3.8 out of 5 stars,42
"HP 15, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu","52,990",3.9 out of 5 stars,362
"ASUS Vivobook Go 14, 14"" FHD (1920 x 1080), AMD Ryzen 5 7520U Processor,(16GB RAM/512GB SSD/AMD Radeon iGPU/Windows 11/MS Office 365 Basic (1Year)*/Office Home 2024/Silver/1.38 kg),E1404FA-NK5541WS","41,990",4.0 out of 5 stars,695
"HP Pavilion 14, 12th Gen Intel Core i7-1255U, 16GB DDR4, 1TB SSD, (Win11, Office21, Silver,1.41 kg), IPS, Micro-edge, BrightView,14-inch (35.6cm) FHD Laptop, Intel Iris Xe graphics, HD camera,dv2015TU","74,990",3.8 out of 5 stars,15
"HP Victus, AMD Ryzen 5 5600H, AMD Radeon RX 6500 Graphics, 8GB DDR4, 512GB SSD, IPS, 15.6-inch(39.6cm) FHD Gaming Laptop, Enhanced Cooling (Win 11, Office 21, Blue, 2.37kg) fb0147AX/fb0184AX","49,074",5.0 out of 5 stars,1
"Lᥱnovo ThinkPad Touch Screen T490 Intᥱl Core i7 8th Gen 14-inch Full HD Thin and Light Laptop (512GB SSD/16GB RAM/Windows 10 Professional/Black/ 1.55 kg), (Rᥱfurbishᥱd)","22,990",3.8 out of 5 stars,9
"Apple 2023 MacBook Pro (16-inch, Apple M3 Max chip with 14‑core CPU and 30‑core GPU, 36GB Unified Memory, 1TB) - Space Black","3,17,990",3.5 out of 5 stars,5
"Lenovo Legion Pro 7 Intel Core i9-14900HX 16"" (40.6cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 21/NVIDIA RTX 4080 12GB/100% DCI-P3/3mon Xbox Game Pass/Black/2.6Kg),83DE001HIN","2,70,190",4.6 out of 5 stars,9
"Lenovo V15 G4, AMD Ryzen 5 7520U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg","32,690",3.6 out of 5 stars,299
"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)","20,990",3.8 out of 5 stars,361
"Dell Vostro 15 3520 Laptop - 15.6 inch (39.62cm) FHD Display, Intel Core i3-1215U, 8 GB RAM, 512 GB SSD, Titan Grey, 1.69Kg, Ideal for Digital Nomads, Perfect for Productivity and Collaboration","36,490",4.8 out of 5 stars,5
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG009DIN","1,69,990",3.6 out of 5 stars,181
"ASUS Vivobook 16X, Intel Core i5-12500H, 2.5 GHz, RTX 2050, 16GB RAM, 512GB SSD, FHD+ 144Hz 300nits, 16"", Windows 11, Office Home, Cool Silver, 1.80KG, K3605ZF-RP258WS, 50WHr Battery Gaming Laptop","64,990",3.1 out of 5 stars,12
"HP OMEN Gaming Laptop, AMD Ryzen 9 7940HS AI-Powered, 8GB RTX 4070 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.38 kg), xf0100AX","1,39,990",4.0 out of 5 stars,133
"HP ZBook Studio 12th Gen Intel Core i9-12900H 16inch(40.6 cm) WQUXGA Display Creator Laptop /500 nits/32GB RAM/1TB SSD/NVIDIA GeForce RTX 3060 6GB Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC","2,97,473",4.1 out of 5 stars,"1,077"
"ASUS VivoBook 15 (2022), Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 2021, Icelight Silver, 1.7KG, X1502ZA-EJ322WS, Backlit KB Laptop","32,790",2.6 out of 5 stars,2
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","37,650",3.6 out of 5 stars,181
"HP Pavilion Plus, 13th Gen Intel Core i7-1355U, 16GB DDR5, 1TB SSD, (Win 11, Office 21, Silver, 1.38kg), OLED, 500 nits, 14-inch(35.6cm), 2.8K Laptop, Intel Iris Xe Graphics, 5MP IR Camera, ew0153TU","1,04,999",3.8 out of 5 stars,177
"ASUS Vivobook 16X, Intel Core i5-13420H, RTX 3050, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, MS Office 365 Basic(1Year)/Office Home 2024, Indie Black, 1.8KG, K3605VC-RP412WS Laptop","75,990",4.0 out of 5 stars,"1,204"
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","45,030",4.1 out of 5 stars,227
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg) Anti-glare, Micro-edge, 15.6-inch(39.6cm) FHD laptop, Intel UHD Graphics, HD camera, Backlit KB, fq5327tu","35,499",4 Stars &amp; Up,Not Found
"WOOKY MacBook Air M1 13 Shockproof 360 Degree PC + TPU Protection Plastic Hard Shell Flip Cover Case for MacBook Air, A1932, A2179, A2337 (Black, Clear)","1,999",Not Found,Not Found
"Primebook S WiFi, 2024(New) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)","13,990",5 out of 5 stars.,254
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG","48,990",5 out of 5 stars.,30
"Lenovo LOQ 2024 AMD Ryzen 7 7435HS 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB Graphics/100% sRGB/Office 21/1Yr ADP Free/Grey/2.4Kg), 83JC0046IN","94,990",4.2 out of 5 stars,28
"ASUS Zenbook 14, Intel Core Ultra 5, 16GB RAM, 1TB SSD, 3K OLED 16:10 120Hz, 14"", Windows 11, MSO 2021, Ponder Blue, 1.28KG, UX3405MA-PZ552WS, Built-inAI, Backlit, Touchscreen, 75WHr AI Powered Laptop","24,190",4.1 out of 5 stars,12
"HP Laptop 255 G9 AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg","1,45,054",4.3 out of 5 stars,9
"Hp Envy X360,Enhanced By Ai,Intel Core Ultra 7 155U,14-"" (35.6 Cm),2.8K,32Gb Lpddr5,1Tb Ssd,Intel Graphics,5Mp Ir Camera,Copilot Key,Poly Studio (Win 11,Mso 2021,Blue,1.44 Kg),Fc0100Tu-Windows 11 Home","5,00,990",3.8 out of 5 stars,9
"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN",134,2.4 out of 5 stars,10
"Sounce Mouse Pad Speed Type Mouse Pad with Antifray Stitched Embroidery Edges, Non-Slip Rubber Base Mousepad for Laptop PC (260mm x 210mm x 2mm) (Black)","33,990",4.0 out of 5 stars,"1,916"
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office","49,990",3.4 out of 5 stars,11
"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN","53,990",4.2 out of 5 stars,71
"acer Aspire Lite, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, IPS Full HD, 15.6""/39.62cm, Windows 11 Home, MS Office, Pure Silver, 1.7KG, AL15-52H, Backlit Keyboard, Thin and Light Laptop","89,190",3.9 out of 5 stars,223
"HP 15s, 12 Gen Intel Core i5-1235U, 8GB DDR4, 1TB SSD, (Win11, Office21, Silver, 1.69kg), 15.6-inch(39.6cm), Anti-Glare, Micro-Edge, FHD Laptop, Intel UHD Graphics, HD Camera, Backlit KB,fq5331TU","60,990",4.4 out of 5 stars,13
"Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/100% sRGB/MSO/1Yr ADP Free/3 Month Game Pass/Grey/1.8Kg), 83DC008VIN","27,990",3.9 out of 5 stars,2
"HP Victus, AMD Ryzen 5 5600H, NVIDIA RTX 3050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.37kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Backlit kb, Enhanced Cooling, fb0106AX/Fb0112AX","36,990",3.5 out of 5 stars,228
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,"29,315",4.5 out of 5 stars,3
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch (39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fy5011TU","33,990",4.1 out of 5 stars,92
"(Refurbished) Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","41,990",3.7 out of 5 stars,2
"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG","2,08,215",3.8 out of 5 stars,19
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11 PRO) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office","46,490",1.0 out of 5 stars,16
"Dell XPS 13 9350 Laptop, AI Enabled Ultra7 258V Series 2 Processor, 32GB LPDDR5X 8533MT/s, 1TB SSD, Intel Arc graphics, 13.4"" (34.03cm) OLED 3K 60Hz Touch AR 400nit, Backlit KB + FPR, Platinum,1.18 kg","43,990",4.1 out of 5 stars,362
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Backlit Keyboard fy5008TU","1,490",3.3 out of 5 stars,470
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body1.6 KG(UN.431SI.332)",Not Found,3.9 out of 5 stars,256
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,Not Found,3.9 out of 5 stars,Not Found
"HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 512GB SSD) Microsoft365* Office2024, Win11, 15.6inch(39.6cm) FHD Laptop, Intel Iris Xe, FHD Camera w/Privacy Shutter, Backlit, Silver, 1.59kg, fd0467tu","57,990",2.9 out of 5 stars.,119
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00","47,990",3.5 out of 5 stars.,47
"Dell XPS 13 9350 Laptop, AI Enabled Ultra7 258V Series 2 Processor, 32GB LPDDR5X 8533MT/s, 1TB SSD, Intel Arc graphics, 13.4"" (34.03cm) OLED 3K 60Hz Touch AR 400nit, Backlit KB + FPR, Platinum,1.18 kg","2,08,215",3.8 out of 5 stars.,17
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","43,499",3.8 out of 5 stars,3
"MSI Vector 17 HX, Intel 14th Gen. i9-14900HX, 43CM QHD+ 240Hz Gaming Laptop (32GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB/Cosmos Black/3Kg), A14VGG-239IN","2,19,990",4.3 out of 5 stars,183
"HP [Smart Choice Omen Gaming Laptop, AMD Ryzen 7 7840Hs, 8GB RTX 4060 GPU, 16.1""(40.9 Cm), FHD, IPS, 165 Hz, 300 Nits, 16GB DDR5, 1Tb SSD, RGB Kb, 7Ms Response Time (Win 11, Black, 2.32 Kg),Xd0020Ax","1,10,990",3.2 out of 5 stars,5
"Lenovo Legion Pro 5 Intel Core i9-14900HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003PIN","1,99,690",5.0 out of 5 stars,484
"Lenovo IdeaPad Slim 3, Intel Core i3-1305U, 13th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, MS Office 2021, Arctic Grey, 1.62Kg, 82X700C8IN, Alexa Built-in, 3 Month Game Pass Laptop","36,400",3.8 out of 5 stars,2
